(newlook appli)=0.6666666666666666
(tote match)=0.6666666666666666
(microsoft libertymutu)=0.4
(fanboy guess)=0.6666666666666666
(salt cya)=0.3333333333333333
(thank joecarryon)=0.05
(nd fye)=0.003992015968063872
(rotobec hire)=0.6666666666666666
(cool caus)=0.125
(xhodor bingemast)=0.6666666666666666
(probabl pin)=0.2222222222222222
(opticien dordonn)=1.0
(shhh dont)=0.6666666666666666
(sure guess)=0.2857142857142857
(bluetooth ft)=0.6666666666666666
(heart lamolevo)=0.14285714285714285
(saltytaehyung doesnt)=1.0
(ticket heyviolettroubador)=0.3333333333333333
(welltodolondon event)=0.6666666666666666
(guess math)=0.002512562814070352
(friend senior)=0.0625
(like rag)=0.02531645569620253
(pull heart)=0.2857142857142857
(ill join)=0.015384615384615385
(care person)=0.2222222222222222
(ad delici)=0.007518796992481203
(wrong mango)=0.11764705882352941
(im eager)=0.007434944237918215
(avleonar mango)=0.6666666666666666
(biohazard renew)=0.6666666666666666
(outsid levi)=0.5
(siam spa)=0.6666666666666666
(miserablem guess)=0.6666666666666666
(bling smell)=0.4
(banana coconutmilk)=0.25
(guacamol sin)=0.6666666666666666
(count box)=0.15384615384615385
(lucki peopl)=0.2857142857142857
(littleon im)=1.0
(film studi)=0.16666666666666666
(capac question)=0.5
(loosen nd)=0.6666666666666666
(fucker pondan)=1.0
(miss arbi)=0.05263157894736842
(want save)=0.029850746268656716
(coma hope)=0.4
(bsiderar disc)=0.6666666666666666
(pineappl smoothi)=0.14285714285714285
(want direct)=0.034482758620689655
(egh come)=0.6666666666666666
(sad vv)=0.07142857142857142
(tonight bodrak)=0.10526315789473684
(lie ladder)=0.1111111111111111
(mind guess)=0.5
(show ragbon)=0.25
(hadleyisdop •i)=1.0
(let k)=0.05405405405405406
(chicken chicken)=0.1111111111111111
(tropic smoothi)=0.2222222222222222
(mitchgrassi s)=0.6666666666666666
(count btw)=0.25
(platinum guess)=0.6666666666666666
(mito sushi)=0.6666666666666666
(hawaiian salad)=0.4
(maci microsoft)=0.6666666666666666
(boy concert)=0.07142857142857142
(coconut water)=0.15384615384615385
(play xtcs)=0.06896551724137931
(sterolinesass sterolinesmeta)=1.0
(great tonight)=0.1111111111111111
(need hug)=0.0425531914893617
(thought delet)=0.08695652173913043
(problem sandler)=0.2222222222222222
(weather look)=0.2857142857142857
(tribunebiz year)=1.0
(stejustin levi)=0.6666666666666666
(heall record)=0.6666666666666666
(serious french)=0.5
(avleonar delici)=0.6666666666666666
(fresh start)=0.07407407407407407
(rotobec électrotechnicien)=0.4
(yeah know)=0.25
(hire chargé)=0.14285714285714285
(jonginsmoth guess)=1.0
(ticket happen)=0.2857142857142857
(mango better)=0.007518796992481203
(celebreti liveswel)=0.6666666666666666
(bro amazingtal)=0.08695652173913043
(didnt fruit)=0.09090909090909091
(linesnvin bad)=1.0
(heart string)=0.15384615384615385
(time coupl)=0.0425531914893617
(yu goin)=0.07692307692307693
(fort packag)=0.4
(meet art)=0.09090909090909091
(just clear)=0.013071895424836602
(differ bacteri)=0.2857142857142857
(inacr conseil)=1.0
(smoothi talk)=0.1111111111111111
(link ur)=0.15384615384615385
(just tweet)=0.016
(cake ube)=0.09090909090909091
(tri amanda)=0.02631578947368421
(tofu vegan)=0.4
(idk im)=0.3333333333333333
(finestgrillathon ballparkbrand)=0.6666666666666666
(banana pineappl)=0.2222222222222222
(love mango)=0.06382978723404255
(quot boy)=0.5
(jus day)=0.012048192771084338
(niti episod)=0.25
(leav jey)=0.18181818181818182
(ressourc humain)=0.6666666666666666
(tea count)=0.027777777777777776
(hear rag)=0.07142857142857142
(levi time)=0.021052631578947368
(ur ass)=0.008264462809917356
(nialov caseymoreta)=0.6666666666666666
(rap shit)=0.15384615384615385
(handsom boy)=0.6666666666666666
(mango everyday)=0.0044444444444444444
(pack bowl)=0.25
(kayceethompson café)=1.0
(today birthday)=0.07142857142857142
(hope blue)=0.1
(fever morn)=0.5
(guess follow)=0.004555808656036446
(ok guess)=0.02197802197802198
(understand make)=0.2222222222222222
(dgstormtroop yes)=1.0
(support matter)=0.3333333333333333
(probabl place)=0.3333333333333333
(berlin weiss)=0.6666666666666666
(rememb use)=0.2
(good motto)=0.03636363636363636
(like fear)=0.03225806451612903
(guilti object)=0.4
(liter goal)=0.18181818181818182
(guess want)=0.00408997955010225
(win dm)=0.038461538461538464
(fri tofu)=0.05128205128205128
(bag tortilla)=0.16666666666666666
(glittermamablog mango)=0.6666666666666666
(today net)=0.0625
(sad start)=0.10526315789473684
(killer ry)=0.6666666666666666
(get sleep)=0.047619047619047616
(buy fruit)=0.09090909090909091
(f levi)=0.00306044376434583
(fanboy nope)=0.5
(camerondalla guess)=0.09090909090909091
(nokia ns)=0.4
(trick mango)=0.4
(fenna nah)=0.6666666666666666
(mango jazz)=0.006779661016949152
(juic just)=0.08333333333333333
(make parkscanada)=0.07692307692307693
(hmmlook like)=1.0
(teach face)=0.5
(aight im)=1.0
(geni pant)=0.6666666666666666
(cool join)=0.09090909090909091
(meet ari)=0.13333333333333333
(just tore)=0.017699115044247787
(afternoon gshock)=0.5
(better dont)=0.0625
(tweet guess)=0.10526315789473684
(guess europ)=0.004555808656036446
(guess shall)=0.0035971223021582736
(girlnpurpledr mighti)=1.0
(gucciengland guess)=1.0
(problem ia)=0.25
(fit better)=0.09523809523809523
(sweet treatment)=0.10526315789473684
(los tres)=0.09523809523809523
(whos fuck)=0.05714285714285714
(mtn dear)=0.3333333333333333
(seen im)=0.4
(guess neighbor)=0.0023752969121140144
(today guess)=0.12121212121212122
(special tonight)=0.25
(photo wearewakanda)=0.125
(scottmbegg thank)=1.0
(rain shine)=0.15384615384615385
(unidentifi float)=0.5
(gnarlyunicorn salem)=1.0
(appli land)=0.1
(join eorf)=0.18181818181818182
(chair hdmi)=0.6666666666666666
(open road)=0.14285714285714285
(pack origin)=0.2222222222222222
(that governor)=0.022727272727272728
(giant seed)=0.6666666666666666
(nicol guess)=0.5
(vietnames im)=0.6666666666666666
(ill take)=0.015384615384615385
(mango green)=0.007957559681697613
(tweet apositivemessag)=0.06896551724137931
(follow luke)=0.08695652173913043
(turn coffe)=0.2857142857142857
(love guess)=0.0425531914893617
(pit bull)=0.3333333333333333
(oxypropan appli)=0.6666666666666666
(shit want)=0.13333333333333333
(guess make)=0.00404040404040404
(guess just)=0.004219409282700422
(eorf parti)=0.6666666666666666
(limit dm)=0.18181818181818182
(watch gossip)=0.13333333333333333
(welp damn)=1.0
(nike morganstanley)=0.2857142857142857
(guess indian)=0.003436426116838488
(missangeladavi collard)=1.0
(reason hate)=0.2
(goe mango)=0.25
(d parent)=8.166598611678236E-4
(usa acr)=0.2857142857142857
(end abl)=0.019801980198019802
(what wrong)=0.058823529411764705
(trophi platinum)=1.0
(week bodi)=0.06896551724137931
(sound yemeni)=0.3333333333333333
(food centr)=0.13333333333333333
(game ps)=0.09523809523809523
(strip mango)=0.6666666666666666
(drama happen)=0.4
(royal social)=0.6666666666666666
(gator haha)=0.6666666666666666
(m vote)=7.163323782234957E-4
(play world)=0.06666666666666667
(idk man)=0.4
(debut brand)=0.3333333333333333
(leejean hudsonjean)=0.6666666666666666
(carnc didnt)=0.6666666666666666
(cake vegan)=0.07407407407407407
(appl dow)=0.024691358024691357
(guess movi)=0.0023501762632197414
(egg muffin)=0.2222222222222222
(job avail)=0.03278688524590164
(mango score)=0.003305785123966942
(jey x)=0.6
(year stand)=0.07692307692307693
(happen just)=0.1
(brokenthoda drishyam)=0.6666666666666666
(just video)=0.015748031496062992
(night guess)=0.10294117647058823
(good stuff)=0.034482758620689655
(isaaccastor id)=0.6666666666666666
(gotta fw)=0.15384615384615385
(levi vannesswuph)=0.010050251256281407
(onedrectinfan buy)=0.3333333333333333
(mom save)=0.2857142857142857
(hargadonstephen suprem)=1.0
(just gave)=0.01818181818181818
(liter best)=0.16666666666666666
(bad curs)=0.15384615384615385
(deadcon la)=1.0
(think p)=0.21052631578947367
(guess wait)=0.0038684719535783366
(just sound)=0.020833333333333332
(captur meal)=0.6666666666666666
(listen smash)=0.2857142857142857
(join dawn)=0.13333333333333333
(guy amaz)=0.06451612903225806
(want tbh)=0.037037037037037035
(just chicano)=0.017699115044247787
(bad time)=0.08695652173913043
(terrorist armi)=0.6666666666666666
(guess stream)=0.002793296089385475
(guess plan)=0.00315955766192733
(quit lol)=0.4
(opérateur coupeur)=0.6666666666666666
(levi assembleurmoulist)=0.02197802197802198
(dont rememb)=0.0392156862745098
(im high)=0.012121212121212121
(bud weed)=0.2857142857142857
(meet imghettobarbi)=0.11764705882352941
(guess walk)=0.0029498525073746312
(know like)=0.13636363636363635
(iron year)=0.3333333333333333
(chip ado)=0.5
(watch st)=0.1111111111111111
(overthetop over)=0.6666666666666666
(dsroy cohenjordan)=1.0
(westfortyninth make)=1.0
(jess doesnt)=0.5
(time hang)=0.038461538461538464
(beaglemum coconut)=0.6666666666666666
(strawberri just)=0.6666666666666666
(bomb natur)=0.5
(lemonad one)=0.15384615384615385
(advis guess)=0.6666666666666666
(guess wake)=0.0036363636363636364
(mango pepper)=0.0047169811320754715
(coordonnateurcoordonnatric du)=0.6666666666666666
(hey that)=0.04081632653061224
(quot pablopicasso)=0.3333333333333333
(welcom tree)=1.0
(tiffanyevar joselinele)=1.0
(wrong choic)=0.16666666666666666
(dm join)=0.1111111111111111
(iamfinch heh)=1.0
(probabl worst)=0.2857142857142857
(song lesson)=0.10526315789473684
(peopl like)=0.05128205128205128
(song d)=0.15384615384615385
(boost mango)=0.6666666666666666
(emsisson believ)=1.0
(like go)=0.024691358024691357
(heat guess)=0.25
(soap opera)=0.4
(desion nd)=0.6666666666666666
(harder thought)=0.6666666666666666
(stone weve)=0.6666666666666666
(ask playstat)=0.08
(forev cc)=0.06451612903225806
(just huh)=0.019417475728155338
(peopl account)=0.08
(theonlyol goa)=0.6666666666666666
(jayrobinsthfc levi)=0.5
(dog mango)=0.25
(what wors)=0.058823529411764705
(smoke mango)=0.5
(hes just)=0.06666666666666667
(morn guess)=0.14285714285714285
(dillythehunt chanimali)=0.6666666666666666
(just inquir)=0.015873015873015872
(gonna high)=0.08695652173913043
(quaristic rememb)=0.5
(preschoic drink)=1.0
(ill support)=0.01694915254237288
(hype water)=0.4
(im year)=0.012195121951219513
(blue chees)=0.25
(conrgrat mackenzi)=1.0
(nerdmantra guess)=1.0
(check job)=0.25
(mean xxl)=0.14285714285714285
(dri mango)=0.07407407407407407
(chang major)=0.4
(unidentifi object)=0.4
(just rememb)=0.012121212121212121
(insid just)=0.5
(im get)=0.014492753623188406
(lmao levi)=0.6666666666666666
(want lemonad)=0.02564102564102564
(nasa pr)=0.3333333333333333
(just rs)=0.013793103448275862
(fuck hulk)=0.18181818181818182
(whos birthday)=0.05405405405405406
(drishyam ke)=0.6666666666666666
(wasnt elig)=0.2857142857142857
(md special)=0.4
(spot kohl)=0.6666666666666666
(ia di)=0.013157894736842105
(contin world)=0.5
(just came)=0.013605442176870748
(u hello)=7.196833393306944E-4
(felt aw)=0.4
(like ig)=0.03125
(readi aliciakey)=0.6666666666666666
(good god)=0.023809523809523808
(guess shouldnt)=0.002699055330634278
(ross tomorrow)=0.2857142857142857
(lemonad mango)=0.1111111111111111
(w rap)=0.001519756838905775
(idk didnt)=0.2857142857142857
(white male)=0.2857142857142857
(mango spider)=0.003745318352059925
(affair anni)=0.6666666666666666
(levi jayrobinsthfc)=0.013513513513513514
(guess theonlyol)=0.002554278416347382
(toe dor)=0.4
(blast what)=0.5
(brand handbag)=0.25
(chauffeur f)=0.4
(drama sorri)=0.3333333333333333
(compani limit)=0.2857142857142857
(justatast homemad)=1.0
(bumpin levi)=0.6666666666666666
(home ah)=0.07692307692307693
(watch colour)=0.09523809523809523
(arent friend)=0.18181818181818182
(biggest fear)=0.4
(treasurehunt guess)=1.0
(mango littl)=0.004866180048661801
(bed guess)=0.18181818181818182
(reez bed)=0.25
(forward day)=0.6666666666666666
(gave load)=0.2857142857142857
(friend send)=0.045454545454545456
(just look)=0.020202020202020204
(inclement weather)=0.6666666666666666
(time shed)=0.03571428571428571
(nutriblast spinach)=0.6666666666666666
(quick remind)=0.6666666666666666
(think box)=0.07142857142857142
(hbattl x)=1.0
(half levi)=0.25
(tea lemonad)=0.075
(visit punjab)=0.6666666666666666
(nice outfit)=0.1111111111111111
(switch server)=0.5
(notic follow)=0.2857142857142857
(coconut mango)=0.2222222222222222
(lovemysilk summer)=1.0
(fantast work)=0.5
(pip guess)=0.2222222222222222
(commi à)=0.18181818181818182
(normand laterreur)=0.6666666666666666
(salmankhan apolog)=1.0
(hope guy)=0.06896551724137931
(hotdog vendor)=0.6666666666666666
(read d)=0.05263157894736842
(guess video)=0.003395585738539898
(famili bcs)=0.6666666666666666
(favpeopl forev)=0.6666666666666666
(like lm)=0.02727272727272727
(mathsjem thank)=1.0
(tho peopl)=0.03571428571428571
(actual slept)=0.18181818181818182
(simpli need)=0.6666666666666666
(god wish)=0.1
(peopl work)=0.07692307692307693
(eventpoor wee)=0.6666666666666666
(taylormissim johniovelac)=1.0
(insta video)=0.18181818181818182
(ican read)=0.14285714285714285
(need new)=0.058823529411764705
(aye guess)=0.2
(ukpowerhour good)=0.6666666666666666
(desert weekend)=0.6666666666666666
(beer drink)=0.3333333333333333
(show pm)=0.2222222222222222
(accessibleavail big)=0.6666666666666666
(road broken)=0.2857142857142857
(im watch)=0.011299435028248588
(ur acc)=0.006600660066006601
(float perf)=0.3333333333333333
(charleybeagl beaglemum)=1.0
(ill dm)=0.01652892561983471
(way neato)=0.047619047619047616
(enjoy mango)=0.25
(men odd)=0.043478260869565216
(work pssh)=0.038461538461538464
(guess tweet)=0.004651162790697674
(mécanicien industriel)=0.4
(guess peopl)=0.004464285714285714
(scientist say)=0.6666666666666666
(iphonesleev iphon)=0.6666666666666666
(lucki past)=0.4
(darerayden fanboy)=1.0
(secret pop)=0.5
(alischripto daft)=1.0
(stream potato)=0.11764705882352941
(pull dat)=0.5
(camerondalla understand)=0.09090909090909091
(menu today)=1.0
(levi thank)=0.06521739130434782
(man week)=0.00408997955010225
(wing pizza)=0.13333333333333333
(india giventh)=0.11764705882352941
(pissss your)=0.6666666666666666
(got soft)=0.03636363636363636
(work make)=0.03389830508474576
(age ill)=0.04878048780487805
(u tri)=0.0010217983651226157
(peopl live)=0.08695652173913043
(infus mango)=0.5
(ovr come)=0.6666666666666666
(veg green)=0.18181818181818182
(upset tummi)=0.5
(like oh)=0.017699115044247787
(old town)=0.038461538461538464
(guess distanc)=0.003067484662576687
(soo tire)=0.125
(miss freez)=0.05714285714285714
(collard wrap)=0.6666666666666666
(tempura lobster)=1.0
(stay home)=0.15384615384615385
(guilti told)=0.4
(sasha dont)=0.5
(ingredi chanc)=0.6666666666666666
(matrat salut)=1.0
(broke bracket)=0.25
(request guess)=0.5
(lemon mango)=0.08695652173913043
(lm glass)=0.0425531914893617
(wanna loan)=0.2857142857142857
(rexthehuskydog keirincutjean)=1.0
(nyeh twas)=0.6666666666666666
(celebr tv)=0.25
(tast like)=0.18181818181818182
(ounc mango)=0.5
(rozannapurcel mango)=1.0
(check sitg)=0.2222222222222222
(favourit summer)=0.5
(hudsonjean bodyart)=0.6666666666666666
(nggeist handeggchan)=1.0
(pain what)=0.09090909090909091
(car raffl)=0.08
(theresaa sarahnkotb)=1.0
(ragbon employe)=0.6666666666666666
(intsiplusvoid guess)=1.0
(robin barney)=0.2
(just go)=0.06086956521739131
(optionsasia europ)=0.6666666666666666
(normandin look)=0.6666666666666666
(live music)=0.13333333333333333
(originalfunko wonder)=0.6666666666666666
(bad main)=0.10526315789473684
(play teammessi)=0.06896551724137931
(guess hint)=0.0038022813688212928
(knock wireless)=0.6666666666666666
(mucho mango)=0.6666666666666666
(flavour favour)=0.6666666666666666
(phone number)=0.25
(guess nice)=0.004739336492890996
(dhrishnit haha)=1.0
(harrystyl xdenize)=0.6666666666666666
(cwade wore)=1.0
(buy white)=0.125
(glass like)=0.25
(twitter rant)=0.4
(affuteur post)=0.6666666666666666
(black ice)=0.06060606060606061
(tbh id)=0.3333333333333333
(happen dead)=0.1111111111111111
(taco mango)=0.5
(deliveri littl)=0.6666666666666666
(guess thing)=0.004662004662004662
(stuff guess)=0.4
(nigga way)=0.4
(jysklv join)=0.6666666666666666
(whos sleep)=0.06451612903225806
(levi chantier)=0.02531645569620253
(tropic fruit)=0.2
(sth thank)=0.2
(aliv play)=0.6666666666666666
(guess ill)=0.013953488372093023
(beachberri aloha)=0.6666666666666666
(point want)=0.2
(peopl help)=0.06666666666666667
(rub •full)=0.2
(havent mango)=0.14285714285714285
(das espray)=0.2857142857142857
(rememb stick)=0.2857142857142857
(bestfriend forev)=1.0
(luck date)=0.2222222222222222
(day dont)=0.014598540145985401
(chilli fish)=0.4
(gonna miss)=0.14285714285714285
(appreci vai)=0.3333333333333333
(bowl averag)=0.4
(whiten teeth)=0.6666666666666666
(tempest dont)=1.0
(à la)=0.6666666666666666
(toh atbb)=0.6666666666666666
(mango black)=0.012170385395537525
(bean chees)=0.6666666666666666
(delici mango)=0.16666666666666666
(hella day)=0.5
(coconut cupcak)=0.09090909090909091
(fruit fli)=0.05714285714285714
(video youtub)=0.05714285714285714
(growingupchines rag)=1.0
(veget masala)=0.6666666666666666
(goodi pendulousthreadsuk)=0.6666666666666666
(window tonight)=0.3333333333333333
(ate skin)=0.03125
(nuffin good)=0.6666666666666666
(mango hentai)=0.004149377593360996
(great connect)=0.07407407407407407
(learn game)=0.4
(attack speed)=0.2857142857142857
(donut recommend)=0.6666666666666666
(supper nice)=0.6666666666666666
(im background)=0.006514657980456026
(dawn levi)=0.5
(thebabyguynyc guess)=1.0
(summer superhero)=0.125
(devic sth)=0.5
(babe love)=0.25
(thank share)=0.08
(bone white)=0.034482758620689655
(springlaned levi)=0.6666666666666666
(christiangiglia gotta)=1.0
(tea old)=0.025974025974025976
(adambatesd haha)=1.0
(cam new)=0.03636363636363636
(canada appli)=0.13333333333333333
(hot scene)=0.07142857142857142
(tamseyt pissss)=1.0
(rytbat okay)=1.0
(eat crayon)=0.02127659574468085
(round scad)=0.16666666666666666
(bianca flore)=0.6666666666666666
(slow sky)=0.4
(guess dead)=0.002398081534772182
(ride age)=0.3333333333333333
(outfit barbaraig)=0.3333333333333333
(understand ill)=0.3333333333333333
(mac n)=0.25
(cunt paid)=0.6666666666666666
(haleybannon amaz)=1.0
(guy video)=0.06896551724137931
(microsoft nike)=0.6666666666666666
(keep die)=0.2
(share luci)=0.14285714285714285
(il lot)=0.007194244604316547
(good video)=0.024691358024691357
(loblaw compani)=1.0
(morn ehplab)=0.15384615384615385
(vs man)=0.16666666666666666
(head orthodontist)=0.25
(mango tomato)=0.006968641114982578
(twas great)=0.6666666666666666
(avail lévis)=0.5
(fairtrad compani)=0.4
(•full bodi)=0.6666666666666666
(joywav convo)=0.6666666666666666
(wont stream)=0.13333333333333333
(pm nawaz)=0.25
(cucumb alo)=0.2857142857142857
(ia idt)=0.014705882352941176
(jennif spasm)=0.6666666666666666
(jayrobinsthfc shhh)=0.3333333333333333
(big question)=0.07407407407407407
(pussi sweet)=1.0
(imal reach)=0.5
(tokyodown cmango)=1.0
(make pineappl)=0.0425531914893617
(uhh good)=0.5
(theknowledg scientist)=1.0
(town great)=0.09523809523809523
(nj store)=0.08333333333333333
(cute daytim)=0.4
(addict mango)=0.6666666666666666
(michaelsoslul wish)=1.0
(dagger hi)=0.6666666666666666
(slam fork)=0.6666666666666666
(guess logic)=0.0029806259314456036
(creativ cocktail)=0.6666666666666666
(ill use)=0.015625
(meant home)=0.3333333333333333
(let inthey)=0.058823529411764705
(photo forev)=0.09090909090909091
(humain stgeorg)=0.6666666666666666
(chef jonni)=0.4
(mee mis)=0.09090909090909091
(product cook)=0.4
(photoset vintagecongo)=1.0
(hyundaiindia silverrrrri)=1.0
(lamb shank)=0.6666666666666666
(grandstel your)=1.0
(sorri dad)=0.13333333333333333
(oh ok)=0.0625
(start paint)=0.08695652173913043
(coincid forev)=0.4
(work easi)=0.03571428571428571
(time switch)=0.034482758620689655
(hang guess)=0.14285714285714285
(enthusiast guess)=0.6666666666666666
(stadium today)=0.1111111111111111
(sea bass)=0.09523809523809523
(okay damn)=0.25
(n s)=0.00875970535536532
(issu rais)=0.4
(pretti close)=0.14285714285714285
(classisperman themaestro)=0.6666666666666666
(artist din)=0.25
(nowmus russtyruss)=1.0
(nonprofit kill)=0.5
(moz ko)=0.5
(mattsam guess)=1.0
(buffalowildw chicken)=0.6666666666666666
(snug thug)=0.6666666666666666
(tonight foley)=0.11764705882352941
(deez hand)=0.6666666666666666
(wear britney)=0.16666666666666666
(stop work)=0.08
(burger fri)=0.2
(p interact)=9.36768149882904E-4
(u fllw)=8.206811653672548E-4
(aint said)=0.14285714285714285
(hurrican strawberri)=0.6666666666666666
(place share)=0.16666666666666666
(argento guess)=0.6666666666666666
(that superb)=0.019417475728155338
(robmonst wish)=1.0
(gamer edit)=0.6666666666666666
(citi debut)=0.5
(thought earli)=0.08333333333333333
(veganricha kitchen)=0.6666666666666666
(want perfect)=0.03125
(isnt shit)=0.2
(jordan cardnal)=0.5
(keakdafreakk sarramango)=0.6666666666666666
(lethalbizzl just)=0.6666666666666666
(onion bacon)=0.6666666666666666
(nace let)=0.5
(home levi)=0.12
(guess simpli)=0.0024390243902439024
(confus busi)=0.6666666666666666
(spent pluto)=0.6666666666666666
(ok sasha)=0.018018018018018018
(rejectidiot michaelso)=1.0
(video havent)=0.09523809523809523
(des vent)=0.1111111111111111
(came guess)=0.06896551724137931
(bright ltyfound)=0.4
(better luck)=0.13043478260869565
(fruit beer)=0.06666666666666667
(heard tiger)=0.2857142857142857
(present mangooatm)=0.2222222222222222
(hand blue)=0.14285714285714285
(coz didnt)=0.6666666666666666
(hand work)=0.2857142857142857
(singl mango)=0.4
(dont mango)=0.05405405405405406
(aka karang)=0.2
(fam help)=0.18181818181818182
(follow beachbound for summer)=0.6666666666666666
(onedrectinfan direct)=0.2222222222222222
(coolest women)=0.6666666666666666
(guess theyll)=0.00398406374501992
(came sky)=0.06666666666666667
(pretti goodi)=0.4
(smoke regular)=0.6666666666666666
(guess offici)=0.00411522633744856
(day offic)=0.014285714285714285
(climb work)=0.6666666666666666
(let make)=0.0425531914893617
(catch your)=0.4
(guess care)=0.0030864197530864196
(lemonad mangolemonad)=0.13333333333333333
(soft block)=0.3333333333333333
(anna bell)=0.07407407407407407
(sorri hear)=0.5
(lazi guess)=0.6666666666666666
(need smile)=0.03636363636363636
(unriv mango)=0.6666666666666666
(like respond)=0.028169014084507043
(weekend studi)=0.2222222222222222
(foodporntho fish)=1.0
(voucher doesnt)=0.6666666666666666
(natur god)=0.2222222222222222
(couldv hell)=0.6666666666666666
(sttin bch)=0.4
(gansata akasuki)=0.6666666666666666
(fantast eyebrow)=0.4
(color mango)=0.2222222222222222
(im toooo)=0.006825938566552901
(yeatseveryday ladder)=1.0
(oven guess)=0.4
(fruit singl)=0.06451612903225806
(mo chaaa)=0.007782101167315175
(camionneurcamionneus levi)=0.6666666666666666
(nowplay princ)=0.6666666666666666
(peopl keep)=0.044444444444444446
(talk ask)=0.15384615384615385
(new etern)=0.0273972602739726
(chees cake)=0.0967741935483871
(check forthenight)=0.10526315789473684
(v chiptownfc)=0.0018501387604070306
(mango good)=0.0035971223021582736
(inact week)=0.4
(bingemast wisteriaspirit)=0.6666666666666666
(just ad)=0.021052631578947368
(hire opérateur)=0.1111111111111111
(end weekend)=0.01639344262295082
(came levi)=0.06666666666666667
(drink fresh)=0.13333333333333333
(becuz half)=0.6666666666666666
(instagram ull)=0.4
(bathroom issu)=0.6666666666666666
(lousi hope)=0.6666666666666666
(donnagrcia mango)=1.0
(hunger day)=1.0
(pinupboy guess)=1.0
(stori that)=0.6666666666666666
(lol weird)=0.06060606060606061
(akanai love)=0.6666666666666666
(instead just)=0.3333333333333333
(friend tonight)=0.07407407407407407
(fav capac)=0.14285714285714285
(mango limit)=0.004338394793926247
(ww like)=0.2
(angelatn insanityof)=1.0
(guess hour)=0.004629629629629629
(think im)=0.06896551724137931
(im talk)=0.009478672985781991
(panchoballard thought)=0.6666666666666666
(guess leav)=0.0034782608695652175
(upset drive)=0.4
(adesa chauffeur)=0.6666666666666666
(think best)=0.1
(just wish)=0.03260869565217391
(la soul)=0.007434944237918215
(mango hispan)=0.004140786749482402
(lesson singer)=0.6666666666666666
(beach tour)=0.125
(lol ok)=0.09523809523809523
(admin mean)=0.4
(mango popular)=0.006514657980456026
(chicken mango)=0.14285714285714285
(wish notic)=0.0625
(forev feel)=0.058823529411764705
(nellijustin im)=1.0
(guess lead)=0.0032
(gah… guess)=0.6666666666666666
(transport jacqu)=0.6666666666666666
(beer fridg)=0.4
(levi metrodrumcompani)=0.06896551724137931
(refus lemm)=0.6666666666666666
(tonight got)=0.14285714285714285
(canada chef)=0.15384615384615385
(pad note)=0.5
(insecur abt)=0.6666666666666666
(chaaa loveyou)=0.6666666666666666
(coast betabook)=0.2857142857142857
(id guess)=0.027586206896551724
(just crack)=0.03669724770642202
(just nice)=0.013513513513513514
(pak intercept)=0.11764705882352941
(rican realli)=0.4
(night movi)=0.041666666666666664
(haha guess)=0.1111111111111111
(coconut butter)=0.21428571428571427
(second guess)=0.6666666666666666
(tv anchor)=0.3333333333333333
(caus promis)=0.15384615384615385
(believ money)=0.2857142857142857
(week rag)=0.06451612903225806
(tri got)=0.05263157894736842
(guess that)=0.05543237250554324
(weekend guess)=0.2
(book histori)=0.08695652173913043
(got pair)=0.029411764705882353
(potato spinach)=0.3333333333333333
(angrybikervlog guess)=1.0
(gonna check)=0.07407407407407407
(bodi perfect)=0.2857142857142857
(rie women)=0.03389830508474576
(alo liter)=0.08333333333333333
(libertymutu nike)=0.6666666666666666
(disneyproject want)=1.0
(parti new)=0.4
(juic head)=0.07142857142857142
(guess wish)=0.0025806451612903226
(batter guess)=0.4
(follow im)=0.05263157894736842
(annoy mango)=0.3333333333333333
(soniandtv free)=1.0
(mango sparklingic)=0.006430868167202572
(havent sad)=0.1
(person mental)=0.2857142857142857
(teavana mango)=0.6666666666666666
(btw came)=0.5
(sarramango wrong)=0.4
(work sex)=0.02702702702702703
(befun lightheart)=0.6666666666666666
(big box)=0.21428571428571427
(love color)=0.027777777777777776
(hello abrahamisk)=0.4
(wast time)=0.25
(fanta nectar)=0.2222222222222222
(abl speak)=0.12
(get fazeberryfruit)=0.03773584905660377
(fast guess)=0.25
(fell like)=0.6666666666666666
(great cleanser)=0.09523809523809523
(just jewelleri)=0.011834319526627219
(im desper)=0.012903225806451613
(delici fruit)=0.13333333333333333
(mango twitter)=0.004761904761904762
(work adesa)=0.02857142857142857
(busi hope)=0.4
(ocado trip)=0.5
(twist bout)=0.5
(seemeet ya)=0.6666666666666666
(howto talk)=0.6666666666666666
(gotta think)=0.1111111111111111
(need ragand)=0.05128205128205128
(want play)=0.03773584905660377
(guess right)=0.002677376171352075
(worth spicier)=1.0
(answer guess)=0.3333333333333333
(ton fun)=0.0425531914893617
(pancak mango)=0.4
(monger guess)=0.6666666666666666
(aw dont)=0.03773584905660377
(ice anniversari)=0.024691358024691357
(mango flavor)=0.005376344086021506
(nahhh just)=0.6666666666666666
(drag thisi)=0.5
(hurt danc)=0.18181818181818182
(guess person)=0.004016064257028112
(lm paper)=0.0425531914893617
(mangolemonad yum)=0.6666666666666666
(frayerjay hahaha)=1.0
(veteran happen)=0.4
(cghatton thank)=1.0
(day realli)=0.015748031496062992
(sweet tast)=0.14285714285714285
(cuz black)=0.5
(pic p)=0.047619047619047616
(seasick steve)=0.6666666666666666
(keirincutjean got)=0.6666666666666666
(ebookr day)=0.6666666666666666
(lucyjirak levi)=1.0
(nope guess)=0.5
